   NACA0012
   0.00000      0.00000
   0.00503      0.01224
   0.01005      0.01708
   0.01508      0.02069
   0.02010      0.02365
   0.02513      0.02621
   0.03015      0.02847
   0.03518      0.03050
   0.04020      0.03235
   0.04523      0.03405
   0.05025      0.03562
   0.05528      0.03709
   0.06030      0.03846
   0.06533      0.03974
   0.07035      0.04094
   0.07538      0.04208
   0.08040      0.04316
   0.08543      0.04417
   0.09045      0.04513
   0.09548      0.04605
   0.10050      0.04691
   0.10553      0.04773
   0.11055      0.04852
   0.11558      0.04926
   0.12060      0.04996
   0.12563      0.05064
   0.13065      0.05127
   0.13568      0.05188
   0.14070      0.05246
   0.14573      0.05301
   0.15075      0.05353
   0.15578      0.05402
   0.16080      0.05449
   0.16583      0.05494
   0.17085      0.05536
   0.17588      0.05576
   0.18090      0.05613
   0.18593      0.05649
   0.19095      0.05682
   0.19598      0.05714
   0.20101      0.05743
   0.20603      0.05771
   0.21106      0.05797
   0.21608      0.05821
   0.22111      0.05843
   0.22613      0.05864
   0.23116      0.05883
   0.23618      0.05901
   0.24121      0.05917
   0.24623      0.05931
   0.25126      0.05944
   0.25628      0.05956
   0.26131      0.05966
   0.26633      0.05975
   0.27136      0.05983
   0.27638      0.05989
   0.28141      0.05994
   0.28643      0.05998
   0.29146      0.06000
   0.29648      0.06001
   0.30151      0.06002
   0.30653      0.06001
   0.31156      0.05999
   0.31658      0.05996
   0.32161      0.05991
   0.32663      0.05986
   0.33166      0.05980
   0.33668      0.05973
   0.34171      0.05964
   0.34673      0.05955
   0.35176      0.05945
   0.35678      0.05934
   0.36181      0.05922
   0.36683      0.05909
   0.37186      0.05895
   0.37688      0.05881
   0.38191      0.05865
   0.38693      0.05849
   0.39196      0.05832
   0.39698      0.05814
   0.40201      0.05795
   0.40704      0.05776
   0.41206      0.05756
   0.41709      0.05735
   0.42211      0.05713
   0.42714      0.05691
   0.43216      0.05668
   0.43719      0.05644
   0.44221      0.05620
   0.44724      0.05595
   0.45226      0.05569
   0.45729      0.05543
   0.46231      0.05516
   0.46734      0.05488
   0.47236      0.05460
   0.47739      0.05431
   0.48241      0.05402
   0.48744      0.05372
   0.49246      0.05341
   0.49749      0.05310
   0.50251      0.05278
   0.50754      0.05246
   0.51256      0.05213
   0.51759      0.05180
   0.52261      0.05146
   0.52764      0.05111
   0.53266      0.05077
   0.53769      0.05041
   0.54271      0.05005
   0.54774      0.04969
   0.55276      0.04932
   0.55779      0.04895
   0.56281      0.04857
   0.56784      0.04819
   0.57286      0.04780
   0.57789      0.04741
   0.58291      0.04701
   0.58794      0.04661
   0.59296      0.04621
   0.59799      0.04580
   0.60302      0.04539
   0.60804      0.04497
   0.61307      0.04455
   0.61809      0.04412
   0.62312      0.04369
   0.62814      0.04326
   0.63317      0.04282
   0.63819      0.04238
   0.64322      0.04193
   0.64824      0.04148
   0.65327      0.04103
   0.65829      0.04057
   0.66332      0.04011
   0.66834      0.03965
   0.67337      0.03918
   0.67839      0.03871
   0.68342      0.03823
   0.68844      0.03775
   0.69347      0.03727
   0.69849      0.03679
   0.70352      0.03630
   0.70854      0.03580
   0.71357      0.03531
   0.71859      0.03481
   0.72362      0.03430
   0.72864      0.03380
   0.73367      0.03329
   0.73869      0.03277
   0.74372      0.03225
   0.74874      0.03173
   0.75377      0.03121
   0.75879      0.03068
   0.76382      0.03015
   0.76884      0.02962
   0.77387      0.02908
   0.77889      0.02854
   0.78392      0.02800
   0.78894      0.02745
   0.79397      0.02690
   0.79899      0.02634
   0.80402      0.02578
   0.80905      0.02522
   0.81407      0.02466
   0.81910      0.02409
   0.82412      0.02352
   0.82915      0.02295
   0.83417      0.02237
   0.83920      0.02179
   0.84422      0.02120
   0.84925      0.02061
   0.85427      0.02002
   0.85930      0.01943
   0.86432      0.01883
   0.86935      0.01823
   0.87437      0.01762
   0.87940      0.01701
   0.88442      0.01640
   0.88945      0.01578
   0.89447      0.01516
   0.89950      0.01454
   0.90452      0.01391
   0.90955      0.01328
   0.91457      0.01265
   0.91960      0.01201
   0.92462      0.01137
   0.92965      0.01072
   0.93467      0.01007
   0.93970      0.00942
   0.94472      0.00876
   0.94975      0.00810
   0.95477      0.00743
   0.95980      0.00676
   0.96482      0.00609
   0.96985      0.00541
   0.97487      0.00473
   0.97990      0.00405
   0.98492      0.00336
   0.98995      0.00266
   0.99497      0.00196
   1.00000      0.00126
   0.00000      0.00000
   0.00503     -0.01224
   0.01005     -0.01708
   0.01508     -0.02069
   0.02010     -0.02365
   0.02513     -0.02621
   0.03015     -0.02847
   0.03518     -0.03050
   0.04020     -0.03235
   0.04523     -0.03405
   0.05025     -0.03562
   0.05528     -0.03709
   0.06030     -0.03846
   0.06533     -0.03974
   0.07035     -0.04094
   0.07538     -0.04208
   0.08040     -0.04316
   0.08543     -0.04417
   0.09045     -0.04513
   0.09548     -0.04605
   0.10050     -0.04691
   0.10553     -0.04773
   0.11055     -0.04852
   0.11558     -0.04926
   0.12060     -0.04996
   0.12563     -0.05064
   0.13065     -0.05127
   0.13568     -0.05188
   0.14070     -0.05246
   0.14573     -0.05301
   0.15075     -0.05353
   0.15578     -0.05402
   0.16080     -0.05449
   0.16583     -0.05494
   0.17085     -0.05536
   0.17588     -0.05576
   0.18090     -0.05613
   0.18593     -0.05649
   0.19095     -0.05682
   0.19598     -0.05714
   0.20101     -0.05743
   0.20603     -0.05771
   0.21106     -0.05797
   0.21608     -0.05821
   0.22111     -0.05843
   0.22613     -0.05864
   0.23116     -0.05883
   0.23618     -0.05901
   0.24121     -0.05917
   0.24623     -0.05931
   0.25126     -0.05944
   0.25628     -0.05956
   0.26131     -0.05966
   0.26633     -0.05975
   0.27136     -0.05983
   0.27638     -0.05989
   0.28141     -0.05994
   0.28643     -0.05998
   0.29146     -0.06000
   0.29648     -0.06001
   0.30151     -0.06002
   0.30653     -0.06001
   0.31156     -0.05999
   0.31658     -0.05996
   0.32161     -0.05991
   0.32663     -0.05986
   0.33166     -0.05980
   0.33668     -0.05973
   0.34171     -0.05964
   0.34673     -0.05955
   0.35176     -0.05945
   0.35678     -0.05934
   0.36181     -0.05922
   0.36683     -0.05909
   0.37186     -0.05895
   0.37688     -0.05881
   0.38191     -0.05865
   0.38693     -0.05849
   0.39196     -0.05832
   0.39698     -0.05814
   0.40201     -0.05795
   0.40704     -0.05776
   0.41206     -0.05756
   0.41709     -0.05735
   0.42211     -0.05713
   0.42714     -0.05691
   0.43216     -0.05668
   0.43719     -0.05644
   0.44221     -0.05620
   0.44724     -0.05595
   0.45226     -0.05569
   0.45729     -0.05543
   0.46231     -0.05516
   0.46734     -0.05488
   0.47236     -0.05460
   0.47739     -0.05431
   0.48241     -0.05402
   0.48744     -0.05372
   0.49246     -0.05341
   0.49749     -0.05310
   0.50251     -0.05278
   0.50754     -0.05246
   0.51256     -0.05213
   0.51759     -0.05180
   0.52261     -0.05146
   0.52764     -0.05111
   0.53266     -0.05077
   0.53769     -0.05041
   0.54271     -0.05005
